id,customer_id,order_date,product,pack_size,channel,segment,subscription
O02003,C2507,2026-04-22,bar,12-bar box,marketplace,gym_regular,no
O02004,C2935,2026-04-22,bar,12-bar box,marketplace,beginner,no
O02005,C2941,2026-04-22,bar,12-bar box,d2c,gym_regular,no
O02006,C3298,2026-04-22,bar,12-bar box,marketplace,gym_regular,no
O02007,C3563,2026-04-22,bar,12-bar box,d2c,weight_loss,yes
O02008,C3624,2026-04-22,bar,12-bar box,marketplace,vegetarian,no
O02009,C0565,2026-04-23,bar,12-bar box,marketplace,weight_loss,no
O02010,C0941,2026-04-23,bar,12-bar box,marketplace,gym_regular,no
O02011,C0962,2026-04-23,bar,12-bar box,marketplace,weight_loss,no
O02012,C1157,2026-04-23,bar,12-bar box,marketplace,endurance,no
O02013,C1259,2026-04-23,bar,12-bar box,d2c,weight_loss,no
O02014,C1559,2026-04-23,bar,12-bar box,marketplace,weight_loss,no
O02015,C1772,2026-04-23,bar,12-bar box,d2c,vegetarian,yes
O02016,C1876,2026-04-23,bar,12-bar box,d2c,beginner,no
O02017,C2051,2026-04-23,bar,12-bar box,d2c,gym_regular,no
O02018,C2090,2026-04-23,bar,12-bar box,d2c,gym_regular,yes
O02019,C2241,2026-04-23,bar,12-bar box,marketplace,gym_regular,no
O02020,C2483,2026-04-23,bar,12-bar box,marketplace,gym_regular,no
O02021,C2587,2026-04-23,bar,12-bar box,d2c,vegetarian,yes
O02022,C2615,2026-04-23,bar,12-bar box,marketplace,vegetarian,no
O02023,C2715,2026-04-23,bar,12-bar box,d2c,endurance,yes
O02024,C2732,2026-04-23,bar,12-bar box,d2c,weight_loss,no
O02025,C2746,2026-04-23,bar,12-bar box,marketplace,gym_regular,no
O02026,C2753,2026-04-23,bar,12-bar box,marketplace,gym_regular,no
O02027,C3492,2026-04-23,bar,12-bar box,marketplace,beginner,no
O02028,C3815,2026-04-23,bar,12-bar box,d2c,beginner,no
O02029,C3890,2026-04-23,bar,12-bar box,marketplace,gym_regular,no
O02030,C0005,2026-04-24,bar,12-bar box,d2c,vegetarian,no
O02031,C0597,2026-04-24,bar,12-bar box,marketplace,weight_loss,no
O02032,C0836,2026-04-24,bar,12-bar box,d2c,weight_loss,yes
O02033,C0908,2026-04-24,bar,12-bar box,marketplace,weight_loss,no
O02034,C0921,2026-04-24,bar,12-bar box,marketplace,weight_loss,no
O02035,C1155,2026-04-24,bar,12-bar box,d2c,gym_regular,yes
O02036,C1412,2026-04-24,bar,12-bar box,d2c,weight_loss,no
O02037,C1756,2026-04-24,bar,12-bar box,d2c,vegetarian,yes
O02038,C1784,2026-04-24,bar,12-bar box,d2c,weight_loss,no
O02039,C2093,2026-04-24,bar,12-bar box,marketplace,beginner,no
O02040,C2178,2026-04-24,bar,12-bar box,d2c,endurance,no
O02041,C2336,2026-04-24,bar,12-bar box,marketplace,endurance,no
O02042,C3073,2026-04-24,bar,12-bar box,d2c,beginner,yes
O02043,C3179,2026-04-24,bar,12-bar box,d2c,vegetarian,no
O02044,C3800,2026-04-24,bar,12-bar box,d2c,weight_loss,no
O02045,C3801,2026-04-24,bar,12-bar box,d2c,vegetarian,no
O02046,C3919,2026-04-24,bar,12-bar box,d2c,beginner,yes
O02047,C0042,2026-04-25,bar,12-bar box,marketplace,vegetarian,no
O02048,C0199,2026-04-25,bar,12-bar box,d2c,vegetarian,no
O02049,C0735,2026-04-25,bar,12-bar box,d2c,vegetarian,no
O02050,C0737,2026-04-25,bar,12-bar box,d2c,weight_loss,no
O02051,C1008,2026-04-25,bar,12-bar box,marketplace,vegetarian,no
O02052,C1159,2026-04-25,bar,12-bar box,marketplace,vegetarian,no
O02053,C1367,2026-04-25,bar,12-bar box,d2c,weight_loss,no
O02054,C1423,2026-04-25,bar,12-bar box,marketplace,vegetarian,no
O02055,C1708,2026-04-25,bar,12-bar box,d2c,weight_loss,no
O02056,C2513,2026-04-25,bar,12-bar box,marketplace,vegetarian,no
O02057,C2552,2026-04-25,bar,12-bar box,d2c,gym_regular,yes
O02058,C2560,2026-04-25,bar,12-bar box,marketplace,gym_regular,no
O02059,C2772,2026-04-25,bar,12-bar box,marketplace,beginner,no
O02060,C3096,2026-04-25,bar,12-bar box,d2c,vegetarian,no
O02061,C3220,2026-04-25,bar,12-bar box,marketplace,beginner,no
O02062,C3278,2026-04-25,bar,12-bar box,marketplace,endurance,no
O02063,C3880,2026-04-25,bar,12-bar box,marketplace,beginner,no
O02064,C3942,2026-04-25,bar,12-bar box,d2c,weight_loss,no
O02065,C0113,2026-04-26,bar,12-bar box,marketplace,beginner,no
O02066,C0136,2026-04-26,bar,12-bar box,d2c,endurance,no
O02067,C0378,2026-04-26,bar,12-bar box,d2c,gym_regular,no
O02068,C0424,2026-04-26,bar,12-bar box,d2c,gym_regular,yes
O02069,C0605,2026-04-26,bar,12-bar box,marketplace,beginner,no
O02070,C0707,2026-04-26,bar,12-bar box,d2c,endurance,no
O02071,C1049,2026-04-26,bar,12-bar box,d2c,weight_loss,no
O02072,C1320,2026-04-26,bar,12-bar box,marketplace,gym_regular,no
O02073,C1341,2026-04-26,bar,12-bar box,marketplace,endurance,no
O02074,C1429,2026-04-26,bar,12-bar box,marketplace,weight_loss,no
O02075,C1783,2026-04-26,bar,12-bar box,d2c,vegetarian,yes
O02076,C2307,2026-04-26,bar,12-bar box,d2c,weight_loss,no
O02077,C2603,2026-04-26,bar,12-bar box,d2c,beginner,no
O02078,C2705,2026-04-26,bar,12-bar box,d2c,gym_regular,no
O02079,C3042,2026-04-26,bar,12-bar box,d2c,gym_regular,no
O02080,C3344,2026-04-26,bar,12-bar box,d2c,gym_regular,no
O02081,C3521,2026-04-26,bar,12-bar box,d2c,endurance,no
O02082,C3565,2026-04-26,bar,12-bar box,marketplace,beginner,no
O02083,C3849,2026-04-26,bar,12-bar box,d2c,gym_regular,yes
O02084,C0432,2026-04-27,bar,12-bar box,marketplace,endurance,no
O02085,C0528,2026-04-27,bar,12-bar box,marketplace,endurance,no
O02086,C0660,2026-04-27,bar,12-bar box,d2c,gym_regular,yes
O02087,C0731,2026-04-27,bar,12-bar box,marketplace,gym_regular,no
O02088,C1113,2026-04-27,bar,12-bar box,d2c,vegetarian,yes
O02089,C1180,2026-04-27,bar,12-bar box,d2c,beginner,no
O02090,C1183,2026-04-27,bar,12-bar box,d2c,beginner,yes
O02091,C1322,2026-04-27,bar,12-bar box,marketplace,weight_loss,no
O02092,C1419,2026-04-27,bar,12-bar box,d2c,weight_loss,no
O02093,C1787,2026-04-27,bar,12-bar box,marketplace,gym_regular,no
O02094,C1816,2026-04-27,bar,12-bar box,d2c,beginner,no
O02095,C1847,2026-04-27,bar,12-bar box,marketplace,gym_regular,no
O02096,C2018,2026-04-27,bar,12-bar box,marketplace,gym_regular,no
O02097,C2036,2026-04-27,bar,12-bar box,d2c,gym_regular,no
O02098,C2154,2026-04-27,bar,12-bar box,marketplace,weight_loss,no
O02099,C2155,2026-04-27,bar,12-bar box,d2c,beginner,yes
O02100,C2309,2026-04-27,bar,12-bar box,marketplace,gym_regular,no
O02101,C2637,2026-04-27,bar,12-bar box,d2c,gym_regular,no
O02102,C2765,2026-04-27,bar,12-bar box,d2c,endurance,no
O02103,C2921,2026-04-27,bar,12-bar box,marketplace,beginner,no
O02104,C2960,2026-04-27,bar,12-bar box,marketplace,beginner,no
O02105,C3032,2026-04-27,bar,12-bar box,marketplace,beginner,no
O02106,C3374,2026-04-27,bar,12-bar box,d2c,gym_regular,no
O02107,C3429,2026-04-27,bar,12-bar box,d2c,beginner,no
O02108,C3780,2026-04-27,bar,12-bar box,marketplace,gym_regular,no
O02109,C0217,2026-04-28,bar,12-bar box,d2c,weight_loss,no
O02110,C0244,2026-04-28,bar,12-bar box,d2c,gym_regular,no
O02111,C0416,2026-04-28,bar,12-bar box,d2c,weight_loss,yes
O02112,C0577,2026-04-28,bar,12-bar box,d2c,vegetarian,no
O02113,C0652,2026-04-28,bar,12-bar box,marketplace,beginner,no
O02114,C0792,2026-04-28,bar,12-bar box,marketplace,gym_regular,no
O02115,C1413,2026-04-28,bar,12-bar box,marketplace,gym_regular,no
O02116,C1428,2026-04-28,bar,12-bar box,marketplace,weight_loss,no
O02117,C1652,2026-04-28,bar,12-bar box,marketplace,weight_loss,no
O02118,C1860,2026-04-28,bar,12-bar box,d2c,weight_loss,no
O02119,C1951,2026-04-28,bar,12-bar box,d2c,weight_loss,no
O02120,C2063,2026-04-28,bar,12-bar box,d2c,endurance,no
O02121,C2158,2026-04-28,bar,12-bar box,d2c,weight_loss,no
O02122,C2225,2026-04-28,bar,12-bar box,d2c,endurance,no
O02123,C2239,2026-04-28,bar,12-bar box,marketplace,gym_regular,no
O02124,C2403,2026-04-28,bar,12-bar box,marketplace,vegetarian,no
O02125,C2559,2026-04-28,bar,12-bar box,d2c,gym_regular,no
O02126,C2752,2026-04-28,bar,12-bar box,d2c,beginner,no
O02127,C2869,2026-04-28,bar,12-bar box,marketplace,vegetarian,no
O02128,C2918,2026-04-28,bar,12-bar box,marketplace,gym_regular,no
O02129,C3020,2026-04-28,bar,12-bar box,marketplace,gym_regular,no
O02130,C3147,2026-04-28,bar,12-bar box,d2c,gym_regular,no
O02131,C3253,2026-04-28,bar,12-bar box,marketplace,gym_regular,no
O02132,C3417,2026-04-28,bar,12-bar box,marketplace,endurance,no
O02133,C3680,2026-04-28,bar,12-bar box,marketplace,vegetarian,no
O02134,C3868,2026-04-28,bar,12-bar box,marketplace,beginner,no
O02135,C3911,2026-04-28,bar,12-bar box,marketplace,weight_loss,no
O02136,C0488,2026-04-29,bar,12-bar box,d2c,vegetarian,no
O02137,C0560,2026-04-29,bar,12-bar box,d2c,vegetarian,yes
O02138,C0855,2026-04-29,bar,12-bar box,d2c,weight_loss,yes
O02139,C1086,2026-04-29,bar,12-bar box,d2c,weight_loss,no
O02140,C1088,2026-04-29,bar,12-bar box,d2c,vegetarian,yes
O02141,C1141,2026-04-29,bar,12-bar box,marketplace,vegetarian,no
O02142,C1166,2026-04-29,bar,12-bar box,marketplace,vegetarian,no
O02143,C1620,2026-04-29,bar,12-bar box,d2c,gym_regular,yes
O02144,C1939,2026-04-29,bar,12-bar box,marketplace,vegetarian,no
O02145,C2269,2026-04-29,bar,12-bar box,marketplace,vegetarian,no
O02146,C2412,2026-04-29,bar,12-bar box,d2c,gym_regular,no
O02147,C2442,2026-04-29,bar,12-bar box,marketplace,gym_regular,no
O02148,C2894,2026-04-29,bar,12-bar box,d2c,endurance,no
O02149,C3271,2026-04-29,bar,12-bar box,marketplace,gym_regular,no
O02150,C0076,2026-04-30,bar,12-bar box,d2c,vegetarian,no
O02151,C0144,2026-04-30,bar,12-bar box,d2c,weight_loss,yes
O02152,C0181,2026-04-30,bar,12-bar box,d2c,beginner,no
O02153,C0335,2026-04-30,bar,12-bar box,d2c,beginner,no
O02154,C0517,2026-04-30,bar,12-bar box,marketplace,weight_loss,no
O02155,C0730,2026-04-30,bar,12-bar box,d2c,gym_regular,yes
O02156,C0759,2026-04-30,bar,12-bar box,d2c,weight_loss,no
O02157,C1106,2026-04-30,bar,12-bar box,d2c,weight_loss,yes
O02158,C1634,2026-04-30,bar,12-bar box,marketplace,weight_loss,no
O02159,C1693,2026-04-30,bar,12-bar box,d2c,weight_loss,no
O02160,C1726,2026-04-30,bar,12-bar box,d2c,vegetarian,no
O02161,C1805,2026-04-30,bar,12-bar box,d2c,gym_regular,yes
O02162,C1988,2026-04-30,bar,12-bar box,d2c,gym_regular,no
O02163,C2010,2026-04-30,bar,12-bar box,d2c,beginner,no
O02164,C2071,2026-04-30,bar,12-bar box,d2c,vegetarian,yes
O02165,C2274,2026-04-30,bar,12-bar box,marketplace,weight_loss,no
O02166,C2281,2026-04-30,bar,12-bar box,d2c,gym_regular,no
O02167,C2489,2026-04-30,bar,12-bar box,marketplace,beginner,no
O02168,C2668,2026-04-30,bar,12-bar box,marketplace,gym_regular,no
O02169,C2695,2026-04-30,bar,12-bar box,d2c,weight_loss,yes
O02170,C2805,2026-04-30,bar,12-bar box,marketplace,gym_regular,no
O02171,C2976,2026-04-30,bar,12-bar box,d2c,endurance,no
O02172,C3296,2026-04-30,bar,12-bar box,marketplace,gym_regular,no
O02173,C3604,2026-04-30,bar,12-bar box,d2c,gym_regular,yes
O02174,C3819,2026-04-30,bar,12-bar box,d2c,weight_loss,yes
O02175,C3888,2026-04-30,bar,12-bar box,marketplace,gym_regular,no
O02176,C3975,2026-04-30,bar,12-bar box,marketplace,gym_regular,no
O02177,C0305,2026-05-01,bar,12-bar box,d2c,gym_regular,no
O02178,C0462,2026-05-01,bar,12-bar box,marketplace,weight_loss,no
O02179,C0845,2026-05-01,bar,12-bar box,marketplace,endurance,no
O02180,C1001,2026-05-01,bar,12-bar box,marketplace,gym_regular,no
O02181,C1122,2026-05-01,bar,12-bar box,d2c,vegetarian,no
O02182,C1280,2026-05-01,bar,12-bar box,d2c,vegetarian,no
O02183,C1727,2026-05-01,bar,12-bar box,d2c,weight_loss,no
O02184,C1917,2026-05-01,bar,12-bar box,marketplace,beginner,no
O02185,C1957,2026-05-01,bar,12-bar box,marketplace,weight_loss,no
O02186,C1982,2026-05-01,bar,12-bar box,d2c,beginner,no
O02187,C2001,2026-05-01,bar,12-bar box,d2c,vegetarian,no
O02188,C2005,2026-05-01,bar,12-bar box,d2c,weight_loss,yes
O02189,C2047,2026-05-01,bar,12-bar box,marketplace,gym_regular,no
O02190,C2133,2026-05-01,bar,12-bar box,marketplace,beginner,no
O02191,C2135,2026-05-01,bar,12-bar box,d2c,vegetarian,yes
O02192,C2405,2026-05-01,bar,12-bar box,marketplace,vegetarian,no
O02193,C2450,2026-05-01,bar,12-bar box,marketplace,gym_regular,no
O02194,C2527,2026-05-01,bar,12-bar box,d2c,beginner,no
O02195,C2810,2026-05-01,bar,12-bar box,marketplace,weight_loss,no
O02196,C2883,2026-05-01,bar,12-bar box,marketplace,gym_regular,no
O02197,C2885,2026-05-01,bar,12-bar box,d2c,gym_regular,no
O02198,C2965,2026-05-01,bar,12-bar box,marketplace,gym_regular,no
O02199,C2967,2026-05-01,bar,12-bar box,d2c,gym_regular,no
O02200,C3039,2026-05-01,bar,12-bar box,d2c,vegetarian,no
O02201,C3290,2026-05-01,bar,12-bar box,d2c,weight_loss,no
O02202,C3330,2026-05-01,bar,12-bar box,marketplace,beginner,no
O02203,C3475,2026-05-01,bar,12-bar box,marketplace,beginner,no
O02204,C3578,2026-05-01,bar,12-bar box,d2c,endurance,no
O02205,C3839,2026-05-01,bar,12-bar box,marketplace,gym_regular,no
O02206,C3965,2026-05-01,bar,12-bar box,d2c,gym_regular,no
O02207,C0073,2026-05-02,bar,12-bar box,d2c,beginner,no
O02208,C0409,2026-05-02,bar,12-bar box,d2c,gym_regular,no
O02209,C0428,2026-05-02,bar,12-bar box,marketplace,gym_regular,no
O02210,C0689,2026-05-02,bar,12-bar box,marketplace,beginner,no
O02211,C1154,2026-05-02,bar,12-bar box,d2c,endurance,yes
O02212,C1181,2026-05-02,bar,12-bar box,d2c,endurance,no
O02213,C1715,2026-05-02,bar,12-bar box,d2c,beginner,no
O02214,C1865,2026-05-02,bar,12-bar box,marketplace,gym_regular,no
O02215,C1989,2026-05-02,bar,12-bar box,d2c,weight_loss,no
O02216,C2008,2026-05-02,bar,12-bar box,marketplace,beginner,no
O02217,C2040,2026-05-02,bar,12-bar box,d2c,weight_loss,no
O02218,C2076,2026-05-02,bar,12-bar box,marketplace,beginner,no
O02219,C2237,2026-05-02,bar,12-bar box,d2c,vegetarian,no
O02220,C2379,2026-05-02,bar,12-bar box,marketplace,endurance,no
O02221,C2707,2026-05-02,bar,12-bar box,d2c,gym_regular,no
O02222,C2850,2026-05-02,bar,12-bar box,marketplace,beginner,no
O02223,C2987,2026-05-02,bar,12-bar box,marketplace,gym_regular,no
O02224,C3080,2026-05-02,bar,12-bar box,d2c,gym_regular,yes
O02225,C3133,2026-05-02,bar,12-bar box,d2c,beginner,no
O02226,C3350,2026-05-02,bar,12-bar box,marketplace,vegetarian,no
O02227,C3407,2026-05-02,bar,12-bar box,marketplace,vegetarian,no
O02228,C3549,2026-05-02,bar,12-bar box,marketplace,beginner,no
O02229,C3567,2026-05-02,bar,12-bar box,d2c,vegetarian,no
O02230,C3643,2026-05-02,bar,12-bar box,marketplace,beginner,no
O02231,C3824,2026-05-02,bar,12-bar box,d2c,endurance,yes
O02232,C0050,2026-05-03,bar,12-bar box,d2c,gym_regular,no
O02233,C0098,2026-05-03,bar,12-bar box,d2c,weight_loss,no
O02234,C0133,2026-05-03,bar,12-bar box,d2c,endurance,no
O02235,C0234,2026-05-03,bar,12-bar box,marketplace,vegetarian,no
O02236,C0350,2026-05-03,bar,12-bar box,marketplace,gym_regular,no
O02237,C0575,2026-05-03,bar,12-bar box,d2c,weight_loss,no
O02238,C0614,2026-05-03,bar,12-bar box,d2c,vegetarian,yes
O02239,C0633,2026-05-03,bar,12-bar box,d2c,gym_regular,no
O02240,C0742,2026-05-03,bar,12-bar box,d2c,weight_loss,no
O02241,C0744,2026-05-03,bar,12-bar box,d2c,beginner,no
O02242,C0776,2026-05-03,bar,12-bar box,marketplace,gym_regular,no
O02243,C0808,2026-05-03,bar,12-bar box,marketplace,vegetarian,no
O02244,C0968,2026-05-03,bar,12-bar box,marketplace,gym_regular,no
O02245,C1069,2026-05-03,bar,12-bar box,d2c,gym_regular,yes
O02246,C1103,2026-05-03,bar,12-bar box,marketplace,beginner,no
O02247,C1137,2026-05-03,bar,12-bar box,d2c,gym_regular,no
O02248,C1291,2026-05-03,bar,12-bar box,d2c,endurance,no
O02249,C1305,2026-05-03,bar,12-bar box,d2c,vegetarian,yes
O02250,C1353,2026-05-03,bar,12-bar box,d2c,weight_loss,no
O02251,C1402,2026-05-03,bar,12-bar box,d2c,weight_loss,no
O02252,C1630,2026-05-03,bar,12-bar box,d2c,endurance,yes
O02253,C1706,2026-05-03,bar,12-bar box,d2c,beginner,no
O02254,C1948,2026-05-03,bar,12-bar box,d2c,vegetarian,yes
O02255,C2332,2026-05-03,bar,12-bar box,d2c,gym_regular,yes
O02256,C2492,2026-05-03,bar,12-bar box,marketplace,beginner,no
O02257,C2605,2026-05-03,bar,12-bar box,d2c,vegetarian,yes
O02258,C2733,2026-05-03,bar,12-bar box,d2c,gym_regular,yes
O02259,C3144,2026-05-03,bar,12-bar box,d2c,gym_regular,no
O02260,C3145,2026-05-03,bar,12-bar box,marketplace,weight_loss,no
O02261,C3393,2026-05-03,bar,12-bar box,marketplace,beginner,no
O02262,C3395,2026-05-03,bar,12-bar box,marketplace,beginner,no
O02263,C3511,2026-05-03,bar,12-bar box,marketplace,vegetarian,no
O02264,C3761,2026-05-03,bar,12-bar box,marketplace,gym_regular,no
O02265,C3842,2026-05-03,bar,12-bar box,d2c,gym_regular,no
O02266,C3887,2026-05-03,bar,12-bar box,marketplace,vegetarian,no
O02267,C3935,2026-05-03,bar,12-bar box,marketplace,gym_regular,no
O02268,C0048,2026-05-04,bar,12-bar box,d2c,endurance,no
O02269,C0202,2026-05-04,bar,12-bar box,d2c,gym_regular,yes
O02270,C0460,2026-05-04,bar,12-bar box,d2c,endurance,no
O02271,C0549,2026-05-04,bar,12-bar box,marketplace,beginner,no
O02272,C0651,2026-05-04,bar,12-bar box,marketplace,gym_regular,no
O02273,C0790,2026-05-04,bar,12-bar box,marketplace,weight_loss,no
O02274,C1165,2026-05-04,bar,12-bar box,marketplace,vegetarian,no
O02275,C1506,2026-05-04,bar,12-bar box,d2c,beginner,no
O02276,C1588,2026-05-04,bar,12-bar box,marketplace,weight_loss,no
O02277,C1608,2026-05-04,bar,12-bar box,marketplace,vegetarian,no
O02278,C1641,2026-05-04,bar,12-bar box,d2c,gym_regular,yes
O02279,C1694,2026-05-04,bar,12-bar box,marketplace,vegetarian,no
O02280,C2235,2026-05-04,bar,12-bar box,marketplace,vegetarian,no
O02281,C2297,2026-05-04,bar,12-bar box,marketplace,gym_regular,no
O02282,C2301,2026-05-04,bar,12-bar box,marketplace,endurance,no
O02283,C2305,2026-05-04,bar,12-bar box,d2c,vegetarian,yes
O02284,C2320,2026-05-04,bar,12-bar box,d2c,weight_loss,yes
O02285,C2344,2026-05-04,bar,12-bar box,marketplace,gym_regular,no
O02286,C2385,2026-05-04,bar,12-bar box,d2c,beginner,no
O02287,C2418,2026-05-04,bar,12-bar box,d2c,vegetarian,yes
O02288,C2631,2026-05-04,bar,12-bar box,marketplace,weight_loss,no
O02289,C3268,2026-05-04,bar,12-bar box,d2c,gym_regular,yes
O02290,C3487,2026-05-04,bar,12-bar box,marketplace,endurance,no
O02291,C3705,2026-05-04,bar,12-bar box,d2c,gym_regular,yes
O02292,C3937,2026-05-04,bar,12-bar box,d2c,weight_loss,yes
O02293,C0011,2026-05-05,bar,12-bar box,d2c,beginner,yes
O02294,C0054,2026-05-05,bar,12-bar box,marketplace,gym_regular,no
O02295,C0072,2026-05-05,bar,12-bar box,d2c,endurance,no
O02296,C0204,2026-05-05,bar,12-bar box,d2c,beginner,no
O02297,C0370,2026-05-05,bar,12-bar box,d2c,gym_regular,yes
O02298,C0729,2026-05-05,bar,12-bar box,d2c,weight_loss,yes
O02299,C0958,2026-05-05,bar,12-bar box,d2c,gym_regular,no
O02300,C1294,2026-05-05,bar,12-bar box,d2c,endurance,yes
O02301,C1861,2026-05-05,bar,12-bar box,d2c,vegetarian,no
O02302,C1862,2026-05-05,bar,12-bar box,d2c,vegetarian,yes
O02303,C2399,2026-05-05,bar,12-bar box,marketplace,beginner,no
O02304,C2477,2026-05-05,bar,12-bar box,d2c,weight_loss,no
O02305,C2780,2026-05-05,bar,12-bar box,d2c,vegetarian,yes
O02306,C2936,2026-05-05,bar,12-bar box,d2c,endurance,yes
O02307,C2996,2026-05-05,bar,12-bar box,d2c,beginner,yes
O02308,C3048,2026-05-05,bar,12-bar box,marketplace,gym_regular,no
O02309,C3104,2026-05-05,bar,12-bar box,d2c,vegetarian,no
O02310,C3164,2026-05-05,bar,12-bar box,marketplace,vegetarian,no
O02311,C3467,2026-05-05,bar,12-bar box,d2c,beginner,yes
O02312,C0276,2026-05-06,bar,12-bar box,d2c,gym_regular,yes
O02313,C0389,2026-05-06,bar,12-bar box,marketplace,weight_loss,no
O02314,C0504,2026-05-06,bar,12-bar box,marketplace,weight_loss,no
O02315,C0615,2026-05-06,bar,12-bar box,d2c,gym_regular,no
O02316,C0620,2026-05-06,bar,12-bar box,marketplace,gym_regular,no
O02317,C0649,2026-05-06,bar,12-bar box,marketplace,vegetarian,no
O02318,C0718,2026-05-06,bar,12-bar box,marketplace,gym_regular,no
O02319,C0878,2026-05-06,bar,12-bar box,marketplace,endurance,no
O02320,C0932,2026-05-06,bar,12-bar box,marketplace,beginner,no
O02321,C1038,2026-05-06,bar,12-bar box,d2c,gym_regular,no
O02322,C1105,2026-05-06,bar,12-bar box,d2c,weight_loss,no
O02323,C1376,2026-05-06,bar,12-bar box,marketplace,endurance,no
O02324,C1424,2026-05-06,bar,12-bar box,marketplace,endurance,no
O02325,C1599,2026-05-06,bar,12-bar box,marketplace,beginner,no
O02326,C1655,2026-05-06,bar,12-bar box,d2c,beginner,yes
O02327,C1712,2026-05-06,bar,12-bar box,d2c,beginner,no
O02328,C1744,2026-05-06,bar,12-bar box,d2c,vegetarian,no
O02329,C2191,2026-05-06,bar,12-bar box,d2c,endurance,no
O02330,C2232,2026-05-06,bar,12-bar box,d2c,gym_regular,no
O02331,C2233,2026-05-06,bar,12-bar box,marketplace,vegetarian,no
O02332,C2446,2026-05-06,bar,12-bar box,marketplace,beginner,no
O02333,C2604,2026-05-06,bar,12-bar box,d2c,gym_regular,yes
O02334,C2694,2026-05-06,bar,12-bar box,marketplace,beginner,no
O02335,C2744,2026-05-06,bar,12-bar box,marketplace,weight_loss,no
O02336,C2889,2026-05-06,bar,12-bar box,marketplace,endurance,no
O02337,C2916,2026-05-06,bar,12-bar box,d2c,endurance,no
O02338,C2959,2026-05-06,bar,12-bar box,marketplace,beginner,no
O02339,C3024,2026-05-06,bar,12-bar box,marketplace,vegetarian,no
O02340,C3256,2026-05-06,bar,12-bar box,d2c,gym_regular,yes
O02341,C3336,2026-05-06,bar,12-bar box,d2c,gym_regular,yes
O02342,C3505,2026-05-06,bar,12-bar box,marketplace,vegetarian,no
O02343,C3647,2026-05-06,bar,12-bar box,marketplace,endurance,no
O02344,C3745,2026-05-06,bar,12-bar box,d2c,gym_regular,yes
O02345,C3934,2026-05-06,bar,12-bar box,marketplace,weight_loss,no
O02346,C3949,2026-05-06,bar,12-bar box,marketplace,beginner,no
O02347,C3995,2026-05-06,bar,12-bar box,marketplace,gym_regular,no
O02348,C0038,2026-05-07,bar,12-bar box,d2c,gym_regular,yes
O02349,C0074,2026-05-07,bar,12-bar box,marketplace,vegetarian,no
O02350,C0110,2026-05-07,bar,12-bar box,d2c,gym_regular,yes
O02351,C0119,2026-05-07,bar,12-bar box,d2c,weight_loss,no
O02352,C0167,2026-05-07,bar,12-bar box,d2c,endurance,yes
O02353,C0205,2026-05-07,bar,12-bar box,d2c,weight_loss,no
O02354,C0399,2026-05-07,bar,12-bar box,d2c,beginner,no
O02355,C0420,2026-05-07,bar,12-bar box,marketplace,beginner,no
O02356,C1014,2026-05-07,bar,12-bar box,d2c,beginner,no
O02357,C1366,2026-05-07,bar,12-bar box,d2c,vegetarian,no
O02358,C1555,2026-05-07,bar,12-bar box,d2c,beginner,yes
O02359,C1558,2026-05-07,bar,12-bar box,d2c,beginner,no
O02360,C1707,2026-05-07,bar,12-bar box,d2c,weight_loss,no
O02361,C1813,2026-05-07,bar,12-bar box,marketplace,vegetarian,no
O02362,C1981,2026-05-07,bar,12-bar box,d2c,gym_regular,no
O02363,C1986,2026-05-07,bar,12-bar box,d2c,weight_loss,no
O02364,C2164,2026-05-07,bar,12-bar box,marketplace,endurance,no
O02365,C2196,2026-05-07,bar,12-bar box,d2c,vegetarian,no
O02366,C2335,2026-05-07,bar,12-bar box,marketplace,endurance,no
O02367,C2430,2026-05-07,bar,12-bar box,marketplace,weight_loss,no
O02368,C2612,2026-05-07,bar,12-bar box,marketplace,endurance,no
O02369,C2878,2026-05-07,bar,12-bar box,d2c,weight_loss,yes
O02370,C3082,2026-05-07,bar,12-bar box,marketplace,beginner,no
O02371,C3134,2026-05-07,bar,12-bar box,d2c,gym_regular,yes
O02372,C3426,2026-05-07,bar,12-bar box,d2c,gym_regular,yes
O02373,C3504,2026-05-07,bar,12-bar box,d2c,gym_regular,no
O02374,C3980,2026-05-07,bar,12-bar box,d2c,gym_regular,no
O02375,C0103,2026-05-08,bar,12-bar box,d2c,vegetarian,no
O02376,C0374,2026-05-08,bar,12-bar box,marketplace,weight_loss,no
O02377,C0726,2026-05-08,bar,12-bar box,d2c,vegetarian,yes
O02378,C0838,2026-05-08,bar,12-bar box,marketplace,weight_loss,no
O02379,C0848,2026-05-08,bar,12-bar box,d2c,gym_regular,yes
O02380,C0935,2026-05-08,bar,12-bar box,d2c,gym_regular,no
O02381,C1140,2026-05-08,bar,12-bar box,d2c,gym_regular,yes
O02382,C1271,2026-05-08,bar,12-bar box,d2c,gym_regular,yes
O02383,C1313,2026-05-08,bar,12-bar box,d2c,beginner,no
O02384,C1364,2026-05-08,bar,12-bar box,marketplace,gym_regular,no
O02385,C1417,2026-05-08,bar,12-bar box,d2c,beginner,yes
O02386,C1886,2026-05-08,bar,12-bar box,d2c,beginner,no
O02387,C1914,2026-05-08,bar,12-bar box,marketplace,weight_loss,no
O02388,C1971,2026-05-08,bar,12-bar box,marketplace,beginner,no
O02389,C2114,2026-05-08,bar,12-bar box,d2c,vegetarian,no
